timestamp, Temperatura Interna, Temperatura Referencial, Temperatura Externa, Ventoinha, Resistor
21-03-2021 16:47:58,60.20,64.00,27.93,0.00,100.00
21-03-2021 16:47:59,60.26,64.00,27.94,0.00,100.00
21-03-2021 16:48:02,61.78,64.00,27.95,0.00,100.00
21-03-2021 16:48:04,59.55,64.00,27.95,0.00,100.00
21-03-2021 16:48:05,58.68,64.00,27.95,0.00,100.00
21-03-2021 16:48:10,60.39,64.00,27.96,0.00,100.00
21-03-2021 16:48:11,60.39,64.00,27.97,0.00,100.00
21-03-2021 16:48:12,59.97,64.00,27.97,0.00,100.00
21-03-2021 16:48:13,60.20,64.00,27.97,0.00,100.00
21-03-2021 16:48:16,60.91,64.00,27.98,0.00,100.00
21-03-2021 16:48:17,60.91,64.00,27.98,0.00,100.00
21-03-2021 16:48:18,60.55,64.00,27.98,0.00,100.00
21-03-2021 16:48:19,60.55,64.00,27.98,0.00,100.00
21-03-2021 16:48:20,60.36,64.00,27.98,0.00,100.00
21-03-2021 16:48:22,60.46,64.00,27.99,0.00,100.00
21-03-2021 16:48:23,60.46,64.00,27.99,0.00,100.00
21-03-2021 16:48:25,60.68,64.00,27.99,0.00,100.00
21-03-2021 16:48:29,61.58,64.00,28.00,0.00,100.00
21-03-2021 16:48:32,62.42,64.00,28.00,0.00,100.00
21-03-2021 16:48:34,61.88,64.00,28.01,0.00,100.00
21-03-2021 16:48:36,61.88,64.00,28.01,0.00,100.00
21-03-2021 16:48:37,62.13,64.00,28.01,0.00,100.00
21-03-2021 16:48:39,61.17,64.00,28.01,0.00,100.00
21-03-2021 16:48:40,60.68,64.00,28.01,0.00,100.00
21-03-2021 16:48:41,60.68,64.00,28.01,0.00,100.00
21-03-2021 16:48:43,60.94,64.00,28.01,0.00,100.00
21-03-2021 16:48:47,61.46,64.00,28.01,0.00,100.00
21-03-2021 16:48:49,62.29,64.00,28.01,0.00,100.00
21-03-2021 16:48:50,63.10,64.00,28.01,0.00,100.00
21-03-2021 16:48:51,63.10,64.00,28.01,0.00,100.00
21-03-2021 16:48:55,63.78,64.00,28.01,0.00,97.73
21-03-2021 16:48:58,63.52,64.00,28.01,0.00,100.00
21-03-2021 16:49:00,63.74,64.00,28.00,0.00,100.00
21-03-2021 16:49:03,64.26,64.00,28.00,0.00,95.86
21-03-2021 16:49:04,64.26,64.00,28.00,0.00,98.18
21-03-2021 16:49:10,66.55,64.00,28.00,0.00,72.75
21-03-2021 16:49:12,67.03,64.00,28.00,0.00,76.33
21-03-2021 16:49:13,66.06,64.00,28.00,0.00,86.35
21-03-2021 16:49:15,66.45,64.00,28.00,0.00,75.20
21-03-2021 16:49:18,66.35,64.00,28.00,0.00,75.74
21-03-2021 16:49:21,66.00,64.00,28.00,0.00,76.80
21-03-2021 16:49:22,66.32,64.00,28.00,0.00,69.49
21-03-2021 16:49:24,66.97,64.00,28.00,0.00,61.69
21-03-2021 16:49:26,66.42,64.00,28.00,0.00,67.97
21-03-2021 16:49:28,66.16,64.00,28.00,0.00,65.65
21-03-2021 16:49:31,66.97,64.00,28.00,0.00,53.33
21-03-2021 16:49:33,66.55,64.00,28.01,0.00,59.00
21-03-2021 16:49:34,66.87,64.00,28.01,0.00,50.82
21-03-2021 16:49:37,67.22,64.00,28.01,0.00,45.66
21-03-2021 16:49:40,66.35,64.00,28.02,0.00,53.78
21-03-2021 16:49:43,66.48,64.00,28.02,0.00,45.65
21-03-2021 16:49:44,66.84,64.00,28.02,0.00,39.92
21-03-2021 16:49:45,66.84,64.00,28.02,0.00,38.85
21-03-2021 16:49:48,68.38,64.00,28.02,0.00,19.00
21-03-2021 16:49:50,72.19,64.00,28.03,0.00,0.00
21-03-2021 16:49:51,72.19,64.00,28.03,0.00,0.00
21-03-2021 16:49:55,73.09,64.00,28.03,0.00,0.00
21-03-2021 16:49:56,73.09,64.00,28.03,0.00,0.00
21-03-2021 16:50:00,66.48,64.00,28.04,0.00,32.23
21-03-2021 16:50:04,65.94,64.00,28.04,0.00,2.74
21-03-2021 16:50:07,65.55,64.00,28.04,0.00,2.32
21-03-2021 16:50:10,64.84,64.00,28.04,0.00,6.64
21-03-2021 16:50:12,68.61,64.00,28.04,0.00,0.00
21-03-2021 16:50:13,69.45,64.00,28.04,0.00,0.00
21-03-2021 16:50:15,68.42,64.00,28.05,0.00,0.00
21-03-2021 16:50:20,68.80,64.00,28.05,0.00,0.00
21-03-2021 16:50:21,68.93,64.00,28.05,42.23,0.00
21-03-2021 16:50:24,68.48,64.00,28.05,41.55,0.00
21-03-2021 16:50:26,68.74,64.00,28.05,51.13,0.00
21-03-2021 16:50:28,68.96,64.00,28.05,57.06,0.00
21-03-2021 16:50:30,67.58,64.00,28.05,45.65,0.00
21-03-2021 16:50:33,67.74,64.00,28.06,57.93,0.00
21-03-2021 16:50:34,67.06,64.00,28.06,53.42,0.00
21-03-2021 16:50:35,66.74,64.00,28.06,56.32,0.00
21-03-2021 16:50:36,66.74,64.00,28.06,60.68,0.00
21-03-2021 16:50:38,66.39,64.00,28.06,59.52,0.00
21-03-2021 16:50:41,66.35,64.00,28.07,63.32,0.00
21-03-2021 16:50:45,64.61,64.00,28.06,46.70,0.00
21-03-2021 16:50:47,64.13,64.00,28.06,50.69,0.00
21-03-2021 16:50:48,62.39,64.00,28.05,0.00,0.00
21-03-2021 16:50:50,62.39,64.00,28.04,41.19,0.00
21-03-2021 16:50:51,61.81,64.00,28.04,0.00,0.00
21-03-2021 16:50:54,61.00,64.00,28.02,0.00,0.00
21-03-2021 16:50:55,61.00,64.00,28.02,0.00,0.00
21-03-2021 16:50:56,61.55,64.00,28.01,0.00,0.00
